"","Norm_BV2_control_1_cell","Norm_BV2_TGFB_1_cell","Norm_BV2_IL10_1_cell","Norm_BV2_LPS_1_cell","Norm_BV2_control_2_cell","Norm_BV2_TGFB_2_cell","Norm_BV2_IL10_2_cell","Norm_BV2_LPS_2_cell","Norm_BV2_control_3_cell","Norm_BV2_TGFB_3_cell","Norm_BV2_IL10_3_cell","Norm_BV2_LPS_3_cell","Norm_BV2_control_4_cell","Norm_BV2_TGFB_4_cell","Norm_BV2_IL10_4_cell","Norm_BV2_LPS_4_cell"
"Lman1",13.37518501,17.38908005,13.89896297,17.27657318,14.54117203,14.43421364,18.25148201,18.90336037,18.46399879,15.16908455,17.78069878,16.21136665,20.17545319,13.93764877,15.30232716,15.01579571
"Sh3bgrl",14.67795658,18.88148499,18.25477982,19.11982155,16.12442398,15.59624195,18.49334908,20.06393242,19.55828094,14.9914093,18.47647858,17.04438782,16.45345116,17.84017944,16.67996025,18.39600372
"Ppa1",17.2198925,18.24255562,16.50389481,18.28543282,16.74966049,15.60279846,14.50950813,18.82787895,18.27464676,13.96883869,15.71023369,12.09961987,17.43079948,13.82038689,14.56842804,16.85586166
"Pgd",19.12911224,22.14138603,19.88303375,21.90948677,18.3819809,19.32398415,20.45083046,21.51533318,21.79178619,17.80170822,21.44779396,19.11576843,19.73193169,18.60297012,21.68475723,20.98346519
"Capza1",18.18559456,19.49831963,18.40871048,19.31771469,17.04313087,14.9778986,17.96822929,18.85105705,18.91645241,15.24841499,18.13462257,17.49099922,18.93609428,14.97949409,18.1122036,18.78876305
"Actb",24.06064224,25.42858315,25.9335041,25.43165398,23.73707008,23.953825,24.77607536,24.40731239,24.84328842,23.34630966,24.18309212,22.86185837,23.92990685,23.31154633,25.03142738,24.47138214
"Gdi2",14.12784004,19.79550743,19.4345417,20.95160103,16.39588356,15.15718079,17.69644928,19.40796471,20.72119331,17.41272545,17.02207375,17.51231194,17.86421585,17.00124931,18.46733856,18.62825203
"Aars",17.26004028,17.94964218,17.50039864,19.33625031,18.55696297,17.60487175,16.43451691,17.94236946,18.62543678,18.06552124,15.53619385,16.81800461,15.04482269,12.99194241,15.18293858,18.42218018
"Xpnpep1",17.07387543,18.29513168,17.52680206,18.45677948,17.75156593,15.18416786,15.40376663,15.03478336,19.02563095,13.92481899,13.91158772,15.07719707,15.47291565,14.1002779,15.86251259,16.79676819
"Slc1a5",17.86833,17.58732033,19.60658836,15.13960266,17.51752281,14.85800552,19.19207764,20.37354469,17.91570663,19.027771,14.26418304,13.70878124,20.99348259,14.04403496,15.74217415,19.83861542
"Ewsr1",17.90389824,18.93459129,21.11435127,17.47581863,14.20679283,19.17737198,18.25027084,15.81250954,17.96025276,17.29418755,15.0711441,14.47583294,19.41768265,13.74798012,15.88928318,16.00673485
"Eif2s3x;Eif2s3y",16.33331108,19.42950439,17.58979797,19.1631279,17.06977272,17.0606842,16.59288979,16.04028893,18.1090889,16.00496483,17.45657539,16.65859795,15.11893177,16.29661942,15.20678425,17.14939117
"Capg",18.19087791,21.8662796,21.29149628,22.23607445,17.03964615,19.56531906,21.3534584,21.49670792,23.0973835,18.75002098,21.45323563,19.48467445,20.92733574,20.18535042,21.34032059,20.85862923
"Rbbp7",17.8957901,17.56444168,14.20720863,17.60523605,18.69083214,15.31598759,16.28874016,16.45085526,17.84745026,11.81681728,14.41211414,15.75589561,16.20596313,13.48027515,15.54125977,18.12048531
"Akr1a1",17.44296455,19.63262749,18.22319603,20.28788567,16.09314156,19.01000977,17.75296593,19.77150536,20.14368248,15.60390377,18.94862175,17.34884644,18.05401039,17.09736633,18.29232216,18.23737335
"Rnh1",17.72949028,20.8071537,18.98496819,21.2282238,17.13690376,16.63922882,18.24230576,19.32753181,21.20303154,16.80072403,18.70939255,17.38463402,18.40797043,16.82324028,18.52594566,17.59514999
"Krt76",20.33353996,20.39473724,21.68783951,17.36016655,19.79659462,14.2277832,13.39309025,15.78580475,21.58071327,20.12161446,23.0681839,12.98086548,14.78857994,19.85592842,21.51691628,14.7458601
"Anp32b",17.09298134,18.60550499,17.81560516,18.20367622,16.4627533,15.20028877,17.76727295,19.4601593,18.79004669,12.32458687,18.55124092,16.43287277,14.19381523,17.52621078,18.2883625,15.3738718
"Rpl24",16.96390343,18.3067112,15.96618271,19.03339005,15.76398754,15.53698254,16.76407242,17.77388954,17.87305069,15.43190956,17.28608513,16.4072876,15.56624031,14.47831631,17.93364525,16.84014893
"Scamp3;Tu52",18.64945984,16.89942741,18.66093063,18.31149101,18.80921555,14.22051334,17.28178406,19.46365547,17.90092468,16.76900291,13.90392017,16.66720772,19.16863441,14.73385048,15.36377621,18.36295509
"Rpl17",19.0047245,18.76422119,17.90291977,18.89486122,18.02516937,14.52846813,15.80164433,18.49372292,17.29464912,12.69870377,17.25871849,16.90192223,15.64202118,16.46714783,14.6593523,16.89884186
"Rab14",16.23070335,17.90615654,17.12432289,18.91533279,17.38007736,14.61004448,17.17331505,15.78167725,18.27581024,11.73985291,18.4230957,15.90914249,19.62539291,17.15157509,18.02204323,18.41128349
"Plp2",14.43831539,18.56566811,19.09128189,17.98911285,17.31561661,19.76260757,18.9902935,19.19488525,18.85541153,11.57306671,15.48617649,18.10306168,15.93445206,14.82631302,14.78842545,18.98341942
"Rpl36",16.9443264,18.54199409,14.82873058,19.30404091,15.66013432,14.93739891,16.88634109,18.10733032,15.24409294,14.48057175,17.70793724,15.047925,15.32830906,17.17903328,15.45514774,14.91325569
"Vat1",16.42520523,20.46277046,18.04814529,19.65518188,15.68507099,14.07497978,18.13426208,18.26365852,19.30517387,12.63270378,18.38806152,17.40893555,18.17898941,17.43790817,18.59596062,18.63874817
"Npm1",19.33045006,20.55624008,18.60391426,20.93848801,19.13450623,18.49279213,18.42677116,19.3535614,20.8022728,16.30409241,18.78530884,17.0913887,18.01782417,16.46394157,18.69082832,17.92092514
"Rab1",14.97539425,17.11796188,17.80449867,18.80569077,16.30688286,15.78991508,17.51188278,15.28894329,15.73065567,15.64880657,14.6077776,16.90875435,19.24282265,12.36124516,17.76085854,18.41238403
"Cltc;mKIAA0034",21.92766762,20.81371498,21.15168953,20.80926704,22.10740852,20.45036888,19.96503258,20.88625908,21.03279114,19.07078934,20.17484093,18.41124535,21.81933212,19.07926369,18.88661003,19.72978401
"Myl6",18.58262634,20.01223373,18.44956589,19.63688469,18.28969002,17.45525551,17.59832764,17.97965431,19.76621056,16.84210396,17.42885208,17.65833473,19.21779823,16.77254868,17.8072834,17.9811039
"Pvr",16.32703972,14.17469788,17.60029411,16.37823868,15.81605053,14.26059055,17.48330307,15.46423149,16.68250084,15.83047867,15.75529385,16.18405914,19.45123482,14.17746353,16.32606697,18.4957695
"Cdc37",16.79574013,18.75226021,17.91314888,18.57067871,13.25283527,14.721838,16.76382065,19.26665306,18.81151009,15.97544003,14.08874321,17.44006157,15.20544147,13.89844036,16.18541908,18.63645554
"Mapre1",13.15981388,17.94970894,19.43772888,17.22318268,14.75419235,19.11564064,14.48543262,19.13823128,17.42362022,13.80995846,14.80555534,17.7386322,16.39369392,12.95202732,18.44358826,15.95767689
"Prdx2",15.2404213,18.88829613,17.6698761,19.29655266,14.41812325,13.96460056,14.74563694,18.32711029,18.37460136,15.26730347,16.72800064,14.90127563,15.30292702,14.40800858,16.14959335,15.23429775
"Arg1",16.67521095,20.83094978,18.51973724,20.45302963,16.09728622,17.95772934,18.63436317,19.84703445,20.49155617,16.07289505,17.75217438,16.50935364,18.35387039,17.48504257,19.24855804,18.09775734
"Emr1;Adgre1",18.50902939,19.94723892,20.5763588,19.72221565,19.05506325,19.31997681,20.01593781,20.02005005,19.72788429,20.48840141,18.91798592,19.73266411,21.24187088,17.54945374,16.1765461,20.41119766
"Arhgdib",17.30134773,21.06588936,19.15331459,21.17846489,14.47114754,14.61815548,14.76212502,19.8803215,21.13788605,15.66894913,18.55857658,17.77462769,19.62486649,16.2992878,18.74989128,18.16587448
"Hsph1",16.14401245,17.05444527,15.74821091,18.2982254,15.11653328,14.60320568,14.96923637,16.26810455,18.58041954,15.84560585,14.61416721,14.54479218,15.89687824,13.96460438,15.33725929,17.01198578
"Phgdh",20.49873543,20.84581757,19.34763718,21.04701996,19.95763206,17.42241669,19.47660637,19.96698952,20.44898987,17.54204559,19.72371483,19.17687416,20.31548882,18.77311516,19.62272263,20.31072235
"Lasp1",16.85902023,19.24575806,18.74482918,20.08763313,13.02120495,15.25122833,16.83639908,19.179739,18.65493965,16.55178833,18.00247574,16.17450142,15.03154182,13.50815964,18.38749886,15.64881039
"Mrc1",17.97158432,17.18063164,16.61502647,18.63455009,18.14026451,14.76716042,15.75458717,15.03395271,18.9457016,14.35278893,15.24681282,13.67074108,16.94234848,14.72191334,16.70433998,14.77351856
"Q61927",20.36241913,17.98322296,21.31586456,17.90681267,21.54504776,22.03839493,21.83043861,22.68440628,20.47163582,21.58261108,19.21624374,18.55535889,23.41053391,20.62308884,21.44000626,20.37277222
"Pcbp2",17.07012367,17.83560753,16.59402466,19.69180489,17.03801155,14.85984707,14.13805008,15.838027,18.69389915,15.1480999,16.40631866,14.05999279,16.16441727,15.26008129,18.29743004,14.59988499
"Srsf2",18.46412659,18.67078209,14.59018612,18.610672,15.88993454,14.59850216,14.74416924,16.34892082,18.53107834,12.69820595,18.51473618,17.79411125,14.56193638,19.26371384,15.02960873,14.84046936
"Trim28",16.75868797,20.33572006,20.22893333,20.26139259,18.0744915,14.90010548,14.12668037,20.18814468,20.52019501,12.05761242,19.78925514,19.09217072,15.43711662,20.13460541,13.83614826,14.52587605
"Tfrc",20.43721199,16.52184868,17.86508751,17.36176872,20.26548195,17.31988335,17.47978592,18.07675552,17.4883976,16.90044975,14.86427212,16.63145065,19.36608505,16.91116905,16.63648033,19.39328957
"Dbnl",15.36458111,15.45842648,15.05183983,17.6667881,12.98975849,13.92746067,14.43161869,16.16712379,17.20329094,15.09963989,17.21211243,15.98206806,15.23784065,13.26843929,15.85787678,16.60126495
"Cstb",14.92610836,21.71382713,19.7195015,21.4935894,14.91005707,18.23491859,19.61459541,19.55049133,20.53861237,17.72500801,18.62317848,17.76244354,16.76096916,18.54724693,18.96705627,14.67820454
"Btf3",13.27212334,19.36199188,18.03034592,19.95491028,12.34418678,14.38973713,17.96204948,19.00196266,21.30359077,16.26587868,18.97172737,16.58704758,14.74378872,17.55020905,19.54546356,13.97074986
"Stxbp2",13.97846031,16.98158073,17.97975922,17.24640846,16.53321838,14.18185997,18.21115303,19.4942112,17.78678513,16.70087242,16.36338806,16.81339264,15.50043678,14.69181824,16.0839119,18.12199974
"Sqstm1",13.62632561,17.24233627,15.4939785,19.54840088,18.18344688,15.95170784,14.91836452,19.28209305,20.17559624,12.27684116,20.01667595,18.34723091,18.81230736,15.1312542,16.33226395,22.03453827
"Hspe1;Cpn10-rs1",16.87270164,19.63386154,18.66264534,21.12830925,16.34679794,18.38070869,17.90942764,19.08341217,19.96749115,16.04289246,19.15774155,17.05664444,15.43159866,18.32685661,19.84859848,15.24951363
"Hist2h2aa1;Hist2h2ac",23.32226563,24.40153313,22.85532761,23.97105026,23.39097214,21.69679832,22.37561226,19.94013786,24.33199692,20.69141769,23.04067039,21.52274132,21.18559456,14.48474312,21.86687088,16.01242447
"Srm",18.40315437,18.21678925,14.35210705,18.29532242,18.50030518,15.45409012,14.25057983,18.83251953,17.83645058,17.38152695,16.2697525,14.58380318,16.46270943,12.4150095,15.70770836,15.11931705
"Mela;gag",19.90070724,18.78611946,21.3432579,18.08412933,19.44970894,21.98889351,21.42507362,22.31525421,19.50749588,22.18567276,18.94711304,19.56599426,24.85611343,21.55847359,21.71587181,20.91961861
"Lars",16.81984138,16.80023956,14.73074913,18.03108406,17.64178085,14.65750885,15.79127884,16.24123955,17.50774384,14.0967226,16.5964241,15.45090485,14.64942551,15.06303596,17.07123947,17.21194839
"Rps9",19.77936745,18.98371315,17.56123734,19.33236504,19.75774002,14.59996605,17.45796013,16.81916046,18.33182526,15.34005737,18.7651844,17.04746246,19.22695351,15.51293755,16.51560974,18.08220291
"Eif2s1",14.62420273,18.49731064,17.21662712,18.41856384,17.71074104,14.93943977,14.5024929,17.20505524,18.23223495,14.10478497,15.69410229,15.40177059,16.23221397,15.67597771,14.74753284,16.0703392
"Btf3l4",15.3691473,20.03343964,19.39993668,19.91743279,18.41747284,15.00030327,18.46636772,19.77231026,20.31516838,16.51328087,19.30231285,17.29354858,14.29202271,18.7180481,19.51857376,15.59514618
"Tubb2a",17.96826744,15.71975422,20.75046158,17.63209343,16.00606728,16.4578495,13.94304371,15.26047134,18.01424026,10.86757183,17.53093338,15.64169121,15.60604095,13.48834896,14.76937389,15.52454376
"Vars",18.15783119,18.0315361,15.90192223,19.02057076,19.87317467,15.66823959,14.5653944,15.40722466,17.91637802,14.61819172,16.26777458,15.88883209,15.53777409,14.61835575,15.52220726,17.84769058
"Mybbp1a",15.73407078,17.61983681,15.20699596,17.43265533,16.8033886,15.47428322,14.97373486,15.56055069,17.5090313,12.41674995,14.46206856,14.20186329,16.30128098,14.24631691,14.91530323,14.68553257
"Otub1",17.11725044,18.68662071,18.03849411,18.48150253,16.99959373,14.92350578,17.39099312,15.62567711,18.34945297,11.61243629,14.49302578,13.15839195,17.07598114,16.97165489,14.94676781,14.93475628
"Eef1d",18.71994781,19.86038971,15.80462646,19.80527496,19.40789795,14.9713707,14.86156654,16.09228325,18.62283134,14.86896229,18.55812645,12.94125175,16.86369324,16.42368317,14.10680294,14.74530602
"Iqgap1",18.45603371,19.40855408,18.64051056,20.24541473,17.81640625,15.33813572,18.61229134,19.78900146,20.32391548,15.20481586,17.1177845,18.03169441,16.3275547,15.08210087,15.6590004,18.58402634
"Mtdh",14.66978836,19.81430626,20.61580849,19.96979141,15.91202068,21.14087296,20.88398552,15.60503006,20.29349899,20.72417259,20.70102119,20.49370766,20.33416367,20.16360092,21.62698555,20.54462433
"Pdcd6ip",20.94440842,22.05625534,23.45776939,18.40661621,19.83175278,23.52153587,23.05116844,22.59354019,19.57886314,23.11310959,19.70743179,20.35644531,24.41116524,22.45285416,22.61436653,21.38490677
"Tnpo1",17.15256882,18.14928627,15.37410355,17.82240486,17.03391838,14.97598267,17.50038338,15.61416912,18.44193077,16.11570549,14.5731678,16.97800636,15.39453316,13.29641342,19.39751625,14.96426392
"Trim23",14.95926476,14.65151882,16.45787239,15.45373631,14.62174416,15.49123287,15.06297779,15.37032986,15.59638882,14.99408817,13.55791569,14.25105953,18.55983353,14.89191818,15.26973343,15.49118519
"Ganab",14.79365158,17.77521133,15.56163406,19.37273788,14.27670765,14.8711586,14.27713013,16.68938828,18.38078117,15.12149334,16.82301521,13.40084171,16.79295731,14.46008587,17.58492661,14.21223259
"Rcc2",17.72904015,17.40434837,16.23039818,17.49987984,18.33062363,14.56140518,15.8109169,15.70590782,16.52685165,14.24899197,14.41756153,15.08186531,14.94639969,12.69362926,14.95691776,15.69595146
"Ipo5",13.34705067,17.44454384,15.28261566,18.56970215,13.93836975,18.6873455,15.05171013,19.31928825,18.38682556,12.88543224,14.68327904,14.97530937,15.74284458,13.85617065,15.91745853,18.44996643
"Tollip",13.85327625,16.69720078,17.30382919,16.57888794,13.15435505,18.7475071,17.39416504,17.64327431,16.56045532,17.0571022,14.78087425,15.21142101,19.0356636,14.63958931,16.60198212,15.51272297
"Psat1",19.8724823,18.86384964,16.61271858,19.61086845,19.86418724,16.75725365,15.12964439,15.7234478,18.42325211,14.38781357,17.24706841,16.04574966,16.54691124,14.00841808,14.99264145,16.13562775
"Iars",18.0467453,17.44901466,15.70449734,18.07571793,18.81714249,16.27562332,14.38083076,17.8621006,17.27592659,11.82333374,15.16105938,14.19094467,16.51186371,15.18196201,15.81753922,18.0964756
"Rps21;mCG_6739",13.92913437,17.65649796,17.46032143,19.68563461,15.00778484,15.4149847,16.86164474,17.06321716,18.6397438,15.47502041,17.36684036,14.68973064,15.41216564,14.29546452,18.059515,15.49317455
"Kars",19.16174316,17.48503876,15.15594006,18.74200249,19.90795898,20.45294762,13.58979702,18.97460175,17.65561104,13.00400352,14.71892357,15.7662096,16.22244072,13.82704353,16.06845474,14.17586899
"Usp44",13.89543533,14.81156254,15.96154976,16.02085495,20.93105888,14.5918684,12.85254097,14.42346382,13.06144524,12.78062344,14.38689899,14.24344635,14.28257561,14.091012,14.57893848,14.71411037
"Plek",17.74743462,19.57023811,19.000103,19.26595116,16.54299355,19.38555717,18.67731857,18.56175232,19.662323,17.00908661,15.78149223,18.2455368,18.34376717,16.82042503,18.34065819,19.07778931
"Slc38a2",20.04284668,21.01015854,23.24427986,18.61691475,19.60190773,22.85551071,23.0599308,22.93369865,19.86858559,22.12557411,19.63325119,21.62527084,24.20817375,21.71522141,21.99773979,22.68779755
"Eprs",17.86271667,17.89887238,14.02497005,18.51184464,18.33824921,18.00686646,15.19488907,16.21214294,18.39985275,16.21731949,14.97888184,15.54316521,15.04377937,14.08525753,15.92875576,15.84292603
"Plcg2",15.69714165,18.73872375,18.7622776,19.06037521,18.1161747,14.56052971,17.94955635,19.23903656,20.00714684,14.00939941,15.36062431,16.79390144,15.40433311,14.50653839,16.20194244,14.76046371
"Eif3b",19.74530792,19.06334686,18.07790184,18.81038666,19.35575676,14.51794815,15.09096336,19.67784691,19.32728767,17.15082169,17.31113052,16.57200813,20.82249641,14.10989094,15.42045212,20.58214951
"Fermt3",18.40194511,18.66502762,17.67267036,19.28240204,17.53421974,18.33262444,19.45955086,19.36564255,19.36594009,15.8023634,18.53896332,18.20702362,18.84848404,16.3368988,17.5335083,19.50517845
"Ephx1",17.49098587,17.23232651,18.32424736,17.63435555,14.81104755,14.76935959,18.13868141,19.3697834,17.78490639,17.21870995,18.3700161,17.29240227,18.21548653,14.39659691,14.73399448,18.63421631
"Rtn4",20.10904884,18.9819088,18.85273933,20.07333565,19.35069275,20.73151398,20.37136269,21.05349541,20.32770729,18.19522095,19.37234116,20.16230392,21.39054298,18.17168427,15.36086273,19.89540863
"Eif3l",17.56767845,17.12642097,16.78721046,18.30347824,19.43171501,15.05763626,15.40779018,17.12759209,18.52227974,12.86639595,14.23155975,15.55709267,15.36837864,14.79502964,15.49831867,18.63945198
"C1qbp",17.53290176,20.20626068,19.1688652,20.31146812,13.95641613,15.11675739,18.4041214,19.22199059,20.43029785,16.36605835,18.35969734,16.31302834,16.49531746,15.94976997,19.19241524,14.98204422
"Rpl11",19.95062447,21.26335526,21.92396545,21.1861248,19.19684219,20.74440384,19.85082436,20.61898804,20.67816353,17.7689476,20.29769325,18.61622429,22.83893204,19.70815086,21.21504593,20.14703941
"Myh9",19.31458092,19.36612129,18.58716202,20.24897957,20.00811958,15.98206425,17.58330154,17.80413818,18.92782402,16.9617672,17.37746429,16.70586777,16.58990479,15.46768093,16.03527832,17.94981384
"Sfpq",16.4551239,18.22313499,16.93881416,19.48100471,17.58862114,15.15468597,17.27156258,16.40967178,18.86796761,15.24403191,13.87036133,13.41694164,15.43144703,13.95356369,15.31260777,14.7943821
"Sh3bgrl3",18.040905,19.18699646,18.56641388,20.16275024,16.86636734,16.25508308,18.01461792,20.93411446,20.6315403,17.23882103,18.85728264,17.84249496,15.84169006,13.43286896,14.87177944,16.11920357
"Tcirg1",15.71332169,18.00296211,17.84718323,19.64458275,14.77268028,17.00735092,15.01898861,16.69205666,19.30955505,13.37038136,15.63369751,16.10992432,15.66210079,15.36426544,16.83877373,14.92231274
"Basp1",20.57715416,22.33713341,24.48530769,21.84083748,18.87525558,22.5511322,22.73397446,23.40048981,21.52062416,21.08083916,20.89541817,22.26621056,23.79168129,20.57778931,21.92484474,23.01645279
"Ptgr1",14.73968792,17.83255196,17.35496902,19.28041267,12.27669811,15.4776535,14.41887474,18.71025276,18.43527985,14.71758747,15.76777649,16.59953117,16.20730019,14.87311268,17.92186737,18.49920464
"Rap1b",19.56157303,17.94634819,18.9677906,18.22318268,18.51813507,18.81679153,20.58648682,19.49518776,18.19992256,19.41941643,18.0221386,19.72292709,20.50164604,19.1812706,19.71405029,20.0809269
"Vwa5a",16.80076408,17.50756264,16.59218025,17.7577877,14.52983856,17.77755165,16.39335251,16.8628006,17.34652138,15.18433189,13.93965149,13.82514572,17.2187767,16.66070938,14.42457485,15.07157707
"Aco2",13.3687191,19.30174828,18.59219933,19.8473568,15.8489809,14.75230789,16.67821884,16.20778847,18.57669449,13.77270889,17.39647293,13.0677166,14.47682571,15.99541569,16.67073822,16.14381599
"Arrdc1",17.73391724,19.76445007,19.95857048,16.30835533,12.68332958,20.74850655,19.95941734,20.34976768,15.32479095,21.01280785,14.90183926,14.41674614,20.85163689,19.51307678,14.55587387,19.87625122
"Prpf19",18.61769676,18.66919327,17.07381058,18.53565025,19.08382797,14.47664642,14.67300129,17.00220108,18.87612343,15.84930992,17.77877426,17.50650024,14.68928242,15.03508091,14.62873363,16.51661301
"Eif2s2",17.83090591,18.70392036,18.14949608,20.44316673,17.14672661,18.11276436,17.14771843,18.13032722,20.08086967,15.75033283,17.92053795,16.21280479,17.52184868,13.31414223,16.26891327,14.32777691
"Park7",13.8352356,18.95503616,18.57773399,20.05112457,14.31377506,14.595891,17.06411171,18.10772324,20.08464432,16.30501747,18.83169556,16.08375168,17.52270126,15.8249073,16.55118942,14.6136198
"Arhgdia",18.09482765,21.92717552,20.93637466,21.79421997,15.71450329,14.93238163,19.92539406,20.41732407,21.79473305,17.74406433,19.40932274,16.14148903,20.24851036,17.83682823,18.91528702,18.9446907
"Cotl1",19.53256989,23.47605896,21.15067101,22.02099609,15.78939724,20.24898338,20.28715324,20.82561111,22.89810181,17.96418571,20.78657341,16.85827827,18.98708534,18.5473423,15.02747631,15.43532658
"Glrx3",12.93061829,16.67305374,16.09758568,16.87406158,13.99000359,18.42724419,15.59248638,17.04068756,16.97773552,16.55620003,15.26352024,16.70873451,15.15422058,14.57106686,15.06522655,14.42259789
"Ywhab",18.26310539,19.47324753,20.03053284,20.01139069,18.9329586,14.24901867,15.25728416,19.84279251,20.53739929,17.6576767,14.75150108,16.23215675,18.50868607,13.6772995,14.84302425,15.03384876
"Rpl14",19.1045723,18.76490784,18.01549339,19.03415871,19.08586121,16.23970795,17.6211338,19.41900635,18.07138443,16.25451088,18.46172142,16.73153687,18.95335579,17.33678246,18.51283073,17.34707832
"Arpc2",13.62186337,18.13400459,19.22828102,17.9473896,15.43842793,15.24252129,15.73710251,18.3062973,18.242033,13.33871651,17.80277061,15.96457958,15.51933479,13.37889481,13.85059643,15.73200226
"Atic",17.65991592,19.14928627,17.76918983,19.16288376,19.13179207,17.4717617,16.3103199,18.45155907,18.54340363,14.8161869,15.76067352,15.70956326,14.88328457,13.29610825,14.09651756,17.51369286
"Napa",17.09667206,14.72713757,16.72875404,17.13650322,14.48320866,15.13145447,15.26069546,15.21100807,16.5547905,12.70861053,14.75844955,15.23929596,16.12552071,13.49285603,15.78518391,16.23477936
"Serbp1",13.27749062,18.89559937,17.13183212,20.91294289,14.57783318,14.07985115,17.58237648,15.47412109,20.91682625,15.52113247,17.83232689,12.60693455,18.16156006,13.85795593,15.66410828,15.61446762
"Blvra",15.24445629,19.34043884,15.30044365,19.44221115,16.29087639,16.32213211,14.628088,17.62404251,18.7874794,13.80170822,17.39426231,13.65942097,16.5657692,14.03159904,14.81514359,15.19768333
"Gars",17.48681068,18.73323441,18.32463646,19.41711426,18.37661362,13.45569611,17.02876091,17.58887863,19.23579597,15.4225626,17.53932762,16.67015266,16.12896919,16.570467,16.25561523,18.42211151
"Cs",14.52523708,17.86587906,18.24283981,18.95639229,14.40291882,13.86085987,16.15318108,17.26411629,19.38439941,12.14430141,17.15957642,14.5794363,16.22441483,14.85376263,14.7233057,14.43230534
"Rars",18.08627319,18.16267204,17.54302406,19.33893013,18.35877991,17.81341934,17.5255928,18.01128387,18.72264481,15.71166897,17.85018539,16.64295769,17.93648529,16.65509987,17.66279602,18.43705177
"Oxct1",14.71395016,19.02540207,18.16508675,20.00376701,14.8965416,15.90690708,12.94335556,16.31656837,19.72933006,15.59321404,17.33815765,14.09708118,14.89744759,13.7685709,15.5650177,15.49633408
"Tars",14.87556171,17.62143898,16.41073227,18.40930367,16.6778183,14.21971798,13.62264729,17.57715416,17.69928551,13.94648266,14.4073925,15.9273119,15.63248444,14.47686481,18.20210457,16.9777832
"Cndp2",13.432724,18.76769066,17.50000572,19.17112541,14.91967487,16.45056534,15.7762394,17.14515686,18.88640785,14.45873451,15.94291019,16.82899857,18.04580498,14.58526516,18.17359734,16.53490829
"Rab1b",17.38147926,18.74465752,18.1133728,18.80721092,18.15346527,19.30780983,19.07770348,19.19724083,18.64353561,16.79343605,17.72883034,17.24691772,19.24766922,16.62755585,18.36253357,18.81317711
"Dlst",17.34142303,17.30864906,18.07308388,18.26705742,16.22410011,14.82679272,17.32042503,15.81337261,17.81947327,15.95525074,15.93186474,13.09282589,15.37968349,14.09996128,15.02565765,13.94871807
"Chmp4b",17.76891518,17.57126427,18.8953495,17.06720161,13.22211361,19.21007347,18.34012222,15.46494484,17.25389099,18.43947792,15.28355408,17.06049156,20.12382698,13.70933247,15.30431557,13.69042969
"Rpl4",19.21888542,20.15124321,17.05304718,21.27269936,19.50735664,15.43078327,18.06002045,19.94896126,19.78543663,15.18060684,18.09487915,17.24761963,17.03367615,15.86799622,17.87924767,15.20813656
"Eef1g",20.29909897,20.07256317,16.71815681,20.74207497,20.97375107,17.1602478,15.9010725,19.32144928,20.20004654,14.69633198,17.04506683,17.78990364,17.73098373,15.43392849,16.71617889,19.62890244
"Atp5o",15.28961086,18.36214256,17.59062958,20.18831444,13.60697174,15.41570854,16.6751461,16.08458138,19.85307503,14.70130634,17.30739594,13.68157291,14.97660923,13.9646883,17.19359398,15.6447916
"Plin3",14.02374363,18.96234322,16.27827454,19.0184536,14.19057369,14.08233929,16.15690231,15.85693836,18.42209625,14.01193237,14.39417267,12.7339077,14.72257042,16.297369,15.25196648,14.49143696
"Pgam1",20.08451462,22.51421165,22.01861191,22.27523232,19.12302399,21.24785805,20.83934021,22.3820858,22.75588036,19.94264793,21.26815033,20.39953041,21.62931442,20.49426842,22.37239647,21.74697113
"Cyb5r3",17.55765152,18.63473892,18.71848679,19.72472572,14.41088581,18.63919067,18.82430267,19.93422508,18.91649055,13.39756298,14.78447533,16.26672935,19.71623993,13.47692966,19.52290916,15.78688145
"Atp5h",13.10316181,17.66339111,17.72947502,18.96375847,15.83877563,14.52278137,17.20134544,15.2054615,18.63517189,15.89784622,17.58243561,14.78232002,15.48505211,13.45681667,15.34179497,15.78637123
"Mvp",16.82598495,15.83054066,16.04979897,17.63661194,17.69672966,18.5641346,16.5976944,16.43391037,17.25990295,16.66894913,16.80930328,16.21244431,18.09890747,15.13977623,15.69863033,18.16342545
"Rtn3",19.60817146,18.89284325,19.03873253,18.92514229,18.91889954,14.54153061,19.7772274,19.42011452,19.46118927,18.79283142,15.53388405,19.99541283,20.94366264,18.91471863,15.74687576,20.95461273
"Dync1h1",15.72777939,17.54270554,15.48924541,18.89326668,18.84786987,13.96892929,15.02455425,15.2277317,18.06809807,12.70815277,14.63332272,15.01417732,14.66861153,14.33545876,15.87052155,15.51423073
"Rpl38",16.68915558,18.4945507,18.16222954,18.75914574,15.39657879,14.94007587,14.38221645,19.42980766,18.42125511,16.52046776,17.39587021,16.59057617,14.5063343,13.91034985,19.25234795,14.08367443
"Rhoa",17.19255638,19.2196312,20.23087502,19.6030674,16.99905968,18.72060585,19.15992928,20.04690361,19.56016922,17.82578659,18.68171883,18.20760918,20.74307632,18.05956078,19.59690285,20.38147163
"Clic4",17.40057373,18.36037636,17.28910637,19.17193031,16.78623199,17.54812431,18.19948769,18.97179985,19.08916855,16.61420441,14.46258259,17.60942078,19.49731636,17.33173561,15.8203001,18.72345352
