"","BV2_control_1_cell","BV2_TGFB_1_cell","BV2_IL10_1_cell","BV2_LPS_1_cell","BV2_control_2_cell","BV2_TGFB_2_cell","BV2_IL10_2_cell","BV2_LPS_2_cell","BV2_control_3_cell","BV2_TGFB_3_cell","BV2_IL10_3_cell","BV2_LPS_3_cell","BV2_control_4_cell","BV2_TGFB_4_cell","BV2_IL10_4_cell","BV2_LPS_4_cell"
"Timm8b",15.38441277,16.23562241,16.07629395,15.59854698,15.42341137,15.516716,16.69029808,15.61378956,15.49747753,15.28514957,13.29778862,15.48667812,15.74559593,15.48614407,15.96321201,15.67821503
"Rps7",20.48424149,18.96451569,20.45211601,20.57579422,20.78476524,20.51393127,20.3467865,20.78380775,20.62363815,20.14941978,20.93192863,20.01004219,19.63262939,20.22057724,20.9127636,20.6684761
"Ppp1ca",18.83525467,18.15999985,19.1368618,19.57549858,20.05946541,19.78806877,18.88569069,19.09181786,19.43957138,19.35149574,19.96789551,17.97991562,18.32610512,19.03421402,18.73201561,18.41117096
"Ppp1cb",17.08296013,13.71896076,16.92856407,15.68797684,16.87675667,14.32879162,14.48188305,16.81753349,16.3924675,14.27692604,17.58314133,14.61798382,14.60588455,17.47793198,16.8509922,15.37133408
"Psmc1",18.43636131,18.78007889,18.67155457,18.25377274,18.30469894,18.19325638,18.49814034,18.88991356,18.36773109,18.62142181,18.55760574,18.95142746,17.50385666,18.30679131,18.38667107,18.40432739
"Psmc5",17.57614517,16.85062599,17.86405373,18.23514557,17.87825394,18.21190643,18.15407562,18.36977577,17.53206635,17.38944626,18.73433304,17.59899712,17.23734093,17.88279915,17.74629211,18.09124947
"Rps8",20.18374252,20.09158516,19.76627922,20.06486893,19.94177628,20.05218506,20.20776749,20.85733986,19.5235157,20.19532394,19.57379913,20.99334526,20.3999958,19.41365242,19.83599472,21.25222588
"Ywhae",21.60747528,21.39681244,21.15856934,21.1157856,21.64574814,21.38763809,21.90683174,21.17736816,21.45432663,22.08362198,21.70531082,21.17852402,21.3808918,22.01916695,21.89977074,21.14083481
"Rps23",17.26965714,18.09130096,18.05980873,18.22425652,16.93006706,18.59200478,18.91213417,17.18504906,17.77468491,19.23348427,18.94088745,20.15721321,19.35046005,17.61309814,18.44939804,19.42433357
"Rps18;Gm10260",20.55609131,20.04219818,20.17682076,19.64521217,20.48532295,20.57468605,19.65600967,19.03526115,20.10341644,20.06104851,19.77198029,19.62101173,20.02323532,20.25361252,20.13633537,19.96691132
"Rps11",19.64491272,19.22964096,18.918293,18.74681664,20.28782463,18.50175858,18.84711266,20.21951294,19.19181061,17.01867867,13.54315281,16.85817528,19.13798714,18.40740013,18.84634781,19.51117325
"Rps13",20.22611618,19.65413857,19.88704491,20.03711319,20.21608353,19.85446739,20.48993492,20.3208046,19.88045311,20.16901016,20.86808395,19.90955925,20.18034554,19.8374424,19.81935883,20.46752167
"Snrpf",17.47943306,17.16643715,15.97897816,16.09275627,16.98237038,16.81653404,14.81017208,15.98977184,16.56336021,15.94943905,14.23766804,16.551754,17.16996384,16.50059319,16.38264084,16.66719437
"Snrpg",16.57016754,16.88714981,16.87099075,16.39271927,16.94706535,17.18852997,15.97003841,16.56022835,17.08804321,16.94946289,17.40731812,16.32073021,16.72573853,16.86023903,16.75394821,16.11867714
"Lsm3",16.28809166,17.25183296,15.59038258,16.88750648,16.38441277,16.68852425,17.25377274,16.64018822,16.69275093,17.16290283,15.1996336,17.36572456,17.0143261,16.98181343,16.68715668,16.6842823
"Snrpd1",18.07184982,16.75629616,16.29988861,16.87495804,17.26012993,16.94169044,19.9399128,19.80667305,19.23252487,17.12262535,15.46301365,19.19120789,19.50982094,18.16063881,16.25604248,18.77078629
"Snrpd2",18.21788216,18.72337341,17.83996582,18.3289547,18.04104996,17.77629089,17.78985214,17.34438324,18.49173546,17.95979881,19.62848854,16.7648716,18.56658936,18.36243248,17.79461861,17.22090721
"Snrpd3",17.9286232,17.26929092,17.85683823,16.43270493,17.35112953,16.65284538,18.46837807,17.62556648,17.74910927,16.12222099,14.01059151,16.51277161,16.95492363,17.29275322,16.84757042,16.79715538
"Arf6",16.40012932,17.11948776,17.48510551,16.98392868,16.58247948,17.22213364,16.65214539,16.66233444,16.64610863,17.84297562,18.30781364,17.38591385,16.7123661,17.6316185,17.4765873,17.32122421
"Psmc6",17.70069695,18.20628929,18.36542511,18.21147919,18.46578979,18.35444832,17.34672165,18.28514099,18.15051079,18.26228714,18.89619637,17.998106,18.01361656,18.32289696,17.91753578,17.97594833
"Rps4x;Rps4l",19.94320679,19.76901054,19.55463028,20.37358284,19.89646339,19.99934578,20.06184006,20.41503525,19.59446716,20.27900696,20.1022625,20.38237,19.7665863,19.62998199,19.68030548,21.20967293
"Rpl23a",19.98676491,19.16766357,19.3899498,18.91698074,19.44941902,19.03171158,19.45410728,20.72675323,18.42435455,18.60523415,16.37748146,18.81174469,19.97882843,19.27626038,19.37491989,20.35390854
"Rps6",20.12199402,19.49435616,19.28757668,19.2401619,19.67803574,19.16930389,19.02261162,20.61791229,19.55736351,18.86855125,19.36864662,19.76339722,18.48573494,19.28969383,20.04273415,20.92824745
"Mtpn",19.10341644,19.35857391,19.54660797,19.10290337,19.26922226,19.09802628,20.20586014,19.02712822,19.46357536,18.93810272,18.1382618,19.3388443,19.43261528,19.29826927,19.33304596,19.41643906
"Hist1h4a",23.16043282,23.39335823,23.18881989,22.22346687,22.76340485,23.67400551,23.52013397,23.63765717,22.94438744,23.41338348,19.77473259,22.85751152,23.59229279,23.03722954,23.43707848,23.92768669
"Rab1A;Rab1",16.50697327,17.14857674,17.4279995,17.23125839,16.59130287,17.11857605,14.69408607,17.60407448,16.62113571,17.99612045,17.72826576,16.81202698,15.9685545,16.72147369,17.06886292,17.05727196
"Ran;1700009N14Rik;Rasl2-9",20.25868034,20.62533379,20.0643425,20.31007957,20.0206604,20.0593338,20.26888084,20.11222649,20.20442772,20.20311356,18.74704552,20.03321838,20.28534317,20.37135124,19.53581047,20.14544487
"Rpl23",21.16570282,20.91670418,20.73818207,20.28410149,21.36613083,20.49267387,20.62479973,21.80045319,21.12508774,20.58792686,21.87766266,20.85536385,20.50746155,20.98259163,20.94635201,21.12660027
"Rps15",18.40702629,16.77597046,16.96814919,17.29122543,18.29893875,17.95656967,18.00640297,17.30990219,17.07232094,17.96002388,18.04564285,18.43326759,17.91724396,17.22947693,17.9278698,18.71585464
"Rps26",19.23895073,15.40736771,18.96646118,19.29003143,19.17484856,17.96443176,18.42599487,19.20199013,18.55010796,19.39391327,20.60602951,20.88106537,18.90030098,18.36140442,18.70542908,20.32399559
"Tceb2",17.42775536,18.74464989,17.46443367,18.83142471,17.68824959,17.85422325,17.63218498,17.81359291,17.93744278,18.40864563,19.28025436,18.1042614,17.42669106,18.03268051,17.65815544,19.247715
"Gnb1",17.49926949,18.54204178,17.51452827,18.16359138,17.7244072,17.91193008,16.91986465,17.39966202,17.92844963,19.34349442,19.02280045,19.36035347,18.76159668,18.46100044,18.10205841,18.20648003
"Gnb2",19.14479828,19.43367577,19.49595642,19.41880798,19.47381592,20.14780617,19.08230972,19.25504303,19.72995949,20.21014786,20.51998901,19.12656403,18.94094467,19.6078186,19.43457031,19.0943718
"Cycs",19.73287582,19.38289833,20.3231163,20.70244026,19.63732529,20.03617287,20.20275497,20.59003067,19.42154312,19.62934303,20.65219688,20.08770561,20.15338326,19.50781059,20.395504,20.79384232
"Rpl31",20.01290894,19.31818008,19.75107384,19.03319168,20.09132767,19.15694237,19.96352768,18.95705032,18.90015411,18.81865692,19.12729454,19.48219299,19.75525284,19.48040009,19.56742477,20.01549721
"Rps3",21.13620949,20.47437096,20.49404335,20.39372635,20.57523918,19.96916199,20.96789551,21.05840874,20.62747383,20.28534317,20.8652916,19.67733002,20.4433403,20.55926895,20.18180275,20.40966034
"Rpl32",18.86951637,17.4707222,17.68647385,16.96724892,18.35986137,17.29553604,17.53564072,18.13560867,17.94483757,17.81352997,16.94535255,17.57089424,17.2662735,17.88094711,16.98815155,19.04268074
"Rpl8",18.10344124,18.25663185,17.89764404,17.22090721,17.96522141,17.63239861,14.56045246,17.33324242,17.71585464,16.14718437,17.52006531,18.83630371,18.61522102,17.92792892,18.69822311,19.02046967
"Ybx1",20.18386269,19.7055645,19.63898659,19.43597603,19.79669571,18.59677887,17.09259224,19.67891312,19.69560814,18.44806862,16.60042191,18.98448563,19.51206207,19.435812,19.87783623,20.11489677
"Pfn1",20.89156151,21.53269386,21.5455246,21.53102875,20.90102386,21.17090607,21.53340721,21.02452087,21.57500839,21.31041336,21.93264961,21.2135334,21.31451225,21.4746685,21.25413132,20.9914093
"Rps27a;Ubc;Ubb;Kxd1;Gm1821;Uba52;Gm8797",22.91113663,22.91790581,22.33002853,22.910532,22.80110359,22.39362144,22.51720428,23.75093079,22.6900425,22.54415703,20.84506035,23.07693672,22.98106003,23.18266678,23.59400177,23.6118927
"Rac1;Rac3",16.44253922,16.22571564,16.21831703,15.14066982,16.94843483,15.44164753,14.68975925,16.44052887,15.83286572,15.43051815,14.27269173,15.09889603,16.28854179,15.83585262,16.14662743,14.88288212
"Pafah1b1",17.04067421,14.88216496,15.00952244,14.8079586,16.29655838,14.8194809,17.64863777,15.86377525,13.74668789,14.40912533,15.15515423,14.32716465,14.89590645,15.18533993,16.44305611,14.78902435
"Hspa8",22.39369965,22.65344429,22.37127113,22.40150642,22.62442017,22.08990479,22.64451599,22.78875351,22.597826,22.60259056,22.26739502,22.97132111,22.44740677,22.35920143,22.48819351,22.46998215
"Vamp3",17.17884064,16.37158966,16.2977047,15.86942482,16.04398918,15.51585388,18.53282738,17.18824196,15.06052685,15.91228104,14.21977329,15.54725647,15.837924,16.45628929,16.2539959,16.00888824
"Tpt1",20.21383095,19.59417534,20.43022728,19.88786316,20.61468124,19.69000816,19.47557831,20.48954201,20.19484329,19.80091858,21.26716614,19.88714981,19.56552887,19.88926125,19.75015831,18.84493828
"Hspd1",21.67240906,21.66951561,21.30941391,21.6192112,21.62903023,21.48325729,21.59436607,21.82760811,21.74513435,21.54089737,21.79645729,21.62894249,21.6662674,21.35056877,21.43104362,21.57186508
"Mapk1;Erk2",17.57459259,16.8836937,18.13796234,18.95205307,16.80511475,17.96994781,16.45212936,17.44086838,18.46159935,18.03036499,18.55962372,17.4384346,17.4015789,18.24938202,16.96081734,16.35937119
"Gnas",16.12692642,18.16093445,17.04345512,17.97952652,16.44253922,18.33516312,16.75850868,17.20838737,17.41113091,18.30251312,18.01247215,16.98937225,17.05864716,17.36888123,16.97578049,16.77840996
"Ywhaz",20.95510864,21.23180962,20.99251556,20.96775627,21.27230263,21.83938217,20.75800514,21.36991501,21.1730423,21.70577621,22.20594978,21.54245758,21.40717316,21.42777443,21.17876625,21.27582932
"Hmgb1",20.49326134,20.13307762,19.89508629,19.232687,20.13558388,20.12047577,19.78892899,19.30360603,19.95091438,18.71317101,15.53585243,18.35112953,19.77778435,19.93689728,19.55311203,19.31685638
"Dynll1;BC048507",17.2780323,18.73423386,17.22834969,18.86323738,17.60233688,18.23163414,13.77171993,17.22156906,17.77828217,18.87252426,19.25785255,18.58505058,17.71142578,18.26114082,16.96239853,18.13315201
"Gng2",17.03165817,17.73865891,13.82236481,17.94369316,17.49380875,17.55809212,17.18727493,18.55236053,17.84806061,17.65109444,14.19086933,18.47856331,18.00190353,14.31285095,17.33429146,18.87888336
"Eif5a",21.05424118,20.40322495,21.02877426,21.4622879,20.6313858,21.36837006,21.5980072,21.05172157,21.11768913,21.8547554,21.25170708,20.66726494,21.10725212,21.09616089,21.37459183,21.07247734
"Actg1",19.55406761,17.27266693,19.10280037,19.88335037,19.58178139,19.18836212,19.05798721,19.62351418,19.66792297,19.61907768,20.77426529,19.83782768,19.18063736,19.18645287,19.6714859,19.90683174
"Rps17",20.58618736,19.54274178,20.43695068,20.77988625,20.76368904,20.48846436,20.61566925,20.87590218,20.10967827,20.61503983,21.05854225,20.35261726,20.38784981,20.52343941,20.93747139,20.38363647
"Ube2i",17.75440407,16.49330902,17.88417053,18.09882355,18.26114082,17.96239853,18.55040932,18.59415627,18.42259026,17.96172142,18.85750771,16.57010841,17.69995117,18.38253975,18.14648819,17.05292892
"Rps10",20.69532013,19.6769352,20.26544952,19.32500648,21.27514648,19.35151672,20.15462112,19.9932766,20.13345337,19.50480652,20.24272346,19.20342445,19.10028839,20.09184265,19.95503616,19.54043388
"Ppp3ca",15.34433079,14.44824505,16.29684448,14.36004162,14.15773964,16.32032394,13.62463093,15.04378033,15.69266987,13.82415295,16.47966957,14.22180462,14.31072521,14.91360283,17.30394173,16.63721848
"Ppp2ca;Ppp2cb",18.22444534,18.43232918,18.51918411,19.1476326,18.71421242,18.3393898,18.11741066,18.49091339,18.26228714,19.51599312,19.87243462,18.33398438,18.16511345,18.22900581,18.20232391,18.19234085
"Phb;1700071K01Rik",19.37911606,19.08290863,19.16712379,18.95463943,19.38182259,18.91166687,19.43518257,19.23392868,19.42785645,18.74560165,19.68596077,17.3442955,19.27601051,19.41784096,19.52775955,18.97031403
"Rpl22",20.86014748,19.94005585,20.9903698,20.25925636,20.83275414,21.59827995,21.90198135,20.81048965,20.15251732,20.64491272,21.60878372,19.27063751,20.79986,20.93272209,21.22328949,21.24405861
"Gnb2l1",21.20155907,20.74484634,20.96585464,21.40244293,21.23104858,21.25476646,20.47189331,20.60449219,21.16300011,21.17420197,21.83333397,20.7015934,20.79439735,21.0010643,20.99913788,21.15924835
"Ywhaq",19.8605423,19.43812943,19.64454269,20.4379673,20.08796501,20.97239113,20.25453568,19.71427917,20.47555923,20.37591743,20.72334099,20.09506798,19.94963264,20.47278595,20.64315224,19.81246567
"Tubb4b;Tubb4a",23.08984184,23.68346024,23.617733,23.90150261,23.25329399,23.91606712,23.51833344,23.71324348,23.55964279,23.58497238,24.46985817,23.90039635,23.28164101,23.70144653,23.44997787,23.62243271
"Tuba1c",22.48224831,22.50208092,22.55281258,22.82189941,22.55800819,22.60921288,22.85904694,23.06656075,22.63471413,22.58290672,23.42072678,22.96939087,22.59771156,22.88423729,22.70918846,22.71280289
"Ywhah",18.36657906,18.54826546,18.3242588,17.70563316,17.86652946,17.84267044,18.44370461,17.69036674,18.34724045,17.46714401,16.33753395,15.21939564,17.73648071,18.51737785,18.51818466,18.04697418
"Kpnb1",18.75525284,16.7644825,18.44528198,18.73885727,18.86196518,18.28292465,18.76639366,18.48934555,18.60117531,18.77381516,18.85853958,17.26828575,17.87201309,18.5796833,18.34433937,18.0608654
"Psmb7",16.19169617,16.29763222,16.90923691,16.135849,16.49432373,16.43755722,16.42876816,17.01791763,17.23911285,13.71498871,17.55172348,16.98670959,16.67824173,17.34793282,16.92091179,15.44595242
"Pebp1",20.79384232,21.2687664,21.15103149,21.37214851,21.07574463,21.78348732,20.4522171,20.67340279,21.33941078,21.5370636,22.17946625,21.10335159,21.26143837,21.28370476,20.98752785,21.02160835
"Ctps2",17.85750771,17.77886009,14.90195656,17.22100258,17.16555405,17.38135719,14.51544666,15.04661083,17.40740013,17.36033249,18.36730385,16.80800819,16.61180305,17.79816818,14.83468151,14.36720181
"Was",16.13835144,16.1746521,16.15999031,15.92536926,15.78033447,16.51446724,16.61425018,15.80587006,16.86483955,16.72187424,16.30483246,16.21190643,15.93043709,16.65815544,14.67834473,16.02656746
"Hnrnph2",17.81921768,16.94340706,17.27139091,18.72157288,17.72760201,18.98762512,17.22533989,17.33411598,17.66892624,19.17101479,17.57769394,17.55854034,16.98682022,18.06765556,17.52144623,18.51872253
"Ufd1l",14.00702477,15.46035957,16.19733238,13.22741222,15.85423565,15.55515862,12.81199932,15.3763628,16.09044266,15.75366116,13.71722126,16.47509956,15.65192032,17.03960419,16.18899536,14.63678455
"Elavl1",17.83361816,18.54513741,18.02426338,17.54328918,17.76564789,18.22755051,17.36324501,17.97067833,17.77352524,17.29911804,18.35831642,15.98935032,18.64117622,18.34342957,18.0355835,17.90618515
"Rad50",18.73443222,14.25957012,15.16781044,18.64969063,18.22500992,13.99813747,14.34402561,18.31526375,13.87006283,18.8012352,19.13443184,18.78427124,18.76312065,13.58183002,18.35720062,18.51864624
"Idh3g",17.66205597,17.10267258,17.71772957,17.26242447,18.03165817,16.53395271,17.77776909,18.24283981,17.93807411,17.14559364,18.77645302,17.0297184,17.34186554,17.63700676,17.23874092,16.92253876
"Slc9a3r1",16.95435524,16.80044556,17.71169472,15.74507046,16.71772957,15.88419437,17.34732819,17.46976852,17.61288261,15.27819538,17.92009735,16.22955132,15.85289478,15.48793411,17.29392052,15.71928215
"Vasp",16.65522385,16.72600555,15.56346416,16.71706009,16.38183022,16.09784698,17.51922226,17.66844177,15.78110313,15.91387081,15.71443367,16.57747269,14.80810928,15.09659195,15.26216793,16.43154716
"Naca",18.8931179,18.92503357,18.33276176,18.68510437,18.85337067,18.21133614,19.26203537,19.3175621,19.00516891,18.15689278,18.20380592,17.51329613,18.31928444,18.69043541,18.88574982,18.91125679
"Casp3",16.1078701,15.2635622,16.8900032,18.40166283,16.82922745,16.54109573,17.82264519,16.87579727,17.36734581,16.31982994,18.21100426,15.03171825,13.85968971,16.982481,17.27757835,17.62392426
"Ctps1",15.81703377,15.93523407,15.16274548,16.53343582,15.92284012,15.86176586,15.0743103,15.6435461,16.05706024,15.42282009,15.08663368,16.42155457,16.36857414,15.23758602,14.35834312,16.33587837
"Gaa",17.34741402,16.4063549,16.62385368,17.64491272,17.05864716,17.22204018,15.80292034,17.7123661,16.33612251,17.34819221,17.49880219,16.91040802,16.72080612,16.92948914,16.30154991,17.29831314
"Cct7",19.82135391,18.84726524,19.05475807,19.39186096,19.71699333,19.3948555,19.03531456,19.63147545,19.82542801,19.87274933,19.99272346,19.14706039,19.46239853,19.18333054,19.27902985,19.12721825
"Cct2",20.00003242,18.39715576,19.61882591,19.2114315,20.33112335,19.10689545,19.16758919,19.84827423,19.5725975,19.12467194,20.31904221,17.72013664,19.13478279,19.47911644,19.71127319,18.95858192
"Cct4",19.25946236,18.21892357,19.03206253,19.03058052,19.25019264,18.91444397,18.79465103,19.23950958,19.62558365,18.72163963,19.7799015,17.90806389,18.36174583,19.29034805,18.98139381,18.37411308
"Cct5",19.6151123,18.68370056,19.21539497,18.95503616,19.94306374,19.0111351,19.21984482,19.59196854,19.67082977,18.88261986,19.91413689,18.2845974,18.78991508,19.57844925,19.59348297,18.21323776
"Cct6a",19.64832306,19.19815636,18.96143913,19.02580452,19.93574715,18.93973923,19.30041504,19.51879883,19.6720047,19.04273415,19.21159935,19.25587273,19.45913887,19.32625771,19.54545784,18.99443626
"Cct3",19.89252472,18.95492363,19.42973709,19.2161541,19.84156418,18.94800758,19.36630058,19.47557831,19.71481514,19.12361145,20.42798042,18.70063019,19.14360237,19.82202339,19.63119125,19.22012711
"Nucb2",15.23365688,13.38994503,15.36163521,16.46510315,16.33289337,15.52003574,15.62713528,17.21759796,15.58763123,16.26764679,15.80571842,16.07687759,15.72996616,15.30983162,15.70773697,17.24970627
"Arf5;Arf4",17.21361732,14.7516489,17.54630661,14.42835999,17.10031319,14.40173054,17.40266228,15.12494659,17.76545525,15.74441338,18.86933517,14.60952473,13.8237114,17.50564194,17.04878426,14.61958981
"Erh",18.61676407,18.65063858,17.57348442,18.33995438,17.97342873,18.48171997,18.810709,19.1042347,18.73095512,17.64955139,18.48569489,16.99269485,18.05080605,18.62495995,18.42791748,18.38469124
"Ap2m1",16.0301075,16.21905518,18.2544651,16.52435875,15.85491753,16.12430382,17.60610199,16.46507263,16.49147797,16.52999496,18.44293594,16.41579056,16.4139576,17.35707092,17.97824097,16.18468094
"Rhog",17.28635979,17.95100021,17.60624695,17.92584419,17.15550995,17.48282433,16.17938423,18.11609077,17.48187828,18.94037056,18.40798187,18.26942825,17.21466064,17.45249939,17.2433033,17.7787323
"Srsf3",18.80907631,18.25220299,18.98178482,18.77709389,18.72856522,19.04257393,17.7686882,18.09656143,18.73115349,18.65158463,18.9949894,18.79512596,18.81734657,18.79458809,17.98843002,17.87327576
"Mcl1",17.05292892,16.09609795,16.08872604,16.67617798,16.1119709,16.03866196,13.65100193,14.03586006,15.95986652,15.77076721,17.29149437,16.86918449,15.48453999,16.17254448,16.65745735,16.52501678
"Mcm2",15.87654114,15.85953522,16.30864143,17.80555534,16.947752,17.69778252,17.92925835,17.60588455,17.19431496,16.84082794,17.37007523,16.67865562,15.62510967,16.3529911,16.96352768,15.60472679
"Mcm6",16.09463501,15.42992973,15.72722912,15.35069752,15.82890511,15.33971119,15.44976139,16.35185432,15.95137596,16.00799179,15.96016026,15.71689987,15.91415119,15.44546795,15.84232616,15.40816402
"Prkdc",17.42644501,17.66268158,17.36598015,17.62242317,17.21627235,17.57459259,17.58988571,17.52840805,17.32772827,17.60848618,13.54132271,17.34680748,17.5788002,17.47159576,17.11471748,18.63090706
"Csrp1",17.15541077,16.23620033,17.12353516,15.19360256,15.40620518,14.95683002,13.92230606,14.99845791,16.30010223,15.72800064,14.74709129,15.63262653,15.4633646,16.27381325,15.36973381,15.34955788
"Rps3a;Rps3a1",19.95077324,19.43595505,19.61446571,19.37903214,19.24009323,19.8662281,20.10980606,18.86238861,19.63985252,19.14367676,19.90903091,19.10497665,19.6615181,18.98395729,19.32467651,20.27673721
"Sptlc2",16.16845703,15.76921844,16.6294136,16.56797028,16.1484375,15.86275864,13.82001877,17.21522903,16.47856331,15.55407906,17.17699051,16.61021805,16.22688293,15.75517464,16.29843903,15.83128262
"Atp1b3",17.15184975,17.4707222,18.66181374,17.65053368,17.79797745,17.86090469,17.41856003,17.75473022,17.73463058,18.03735352,18.87864304,13.94706631,17.42103004,17.33943176,18.06507874,17.20705223
"G3bp2",16.84573555,15.59650993,16.41020203,17.71458054,17.29517746,13.55888367,14.05084705,17.31229782,16.73065567,13.70558167,17.42053604,14.06632805,13.90789413,16.21596909,16.65242577,13.62193489
"Anxa11",16.4025116,16.01135826,15.90505791,16.23033905,17.06486893,16.46883011,16.88702965,16.38533974,16.25852966,16.7637043,17.70913696,15.7861166,16.57369232,16.41694641,16.79728127,15.71914768
"Anxa4",20.58554649,19.46195984,20.62818527,19.99796867,20.39403915,19.9192524,21.32388687,20.01984596,20.82811165,20.10239029,20.69879913,19.61556053,20.59085464,20.34992027,20.94742203,20.34656906
"Anpep",18.71182823,18.44410896,18.63062286,17.94911957,18.43110657,18.49369049,18.42844963,17.5802002,17.75616455,18.23929977,19.24752808,18.1091156,17.71142578,18.00190353,18.07310677,17.97544479
"Atp5j",17.90295219,18.74547005,17.81246567,18.65070724,17.90218735,17.60530663,18.58093643,18.44265175,17.76610184,17.88303757,18.39213371,17.67100143,17.8470211,18.26347923,17.83867455,18.37767601
"Bop1",17.50424576,17.01465225,16.50791931,18.38283539,17.11074829,16.69179726,16.15240288,16.47357941,17.21617699,14.34274387,17.84677505,15.64154339,16.15647888,16.54767799,16.00812149,17.66663933
"Gclc",15.34353256,16.56560707,15.59554863,16.28357697,15.26091957,16.03731155,15.62847424,15.45831013,15.92049217,16.11697388,13.95734215,16.36266327,15.86947346,15.97748089,15.1609745,16.43136787
"Smarcc1;Smarcc2",15.26128674,14.68101883,14.48727512,13.60154533,13.49086094,16.31125069,15.80024242,15.3898325,15.61448002,14.50611401,13.96590614,15.74062443,15.38191509,15.47113514,15.40520763,14.94077206
"Sirpa;Ptpns1",18.34230042,18.10010719,18.39878464,17.60566711,18.41117096,17.35431862,18.26210403,19.16844749,19.68123245,17.83762741,18.66101265,18.26338768,18.06744576,18.87989998,18.23346138,17.96126938
"Fh",19.34799767,19.22545624,19.27275658,18.77223778,19.18521881,18.74966621,19.99672699,19.13776207,19.56134033,18.97132492,20.17316437,18.73545647,19.13154602,19.43324661,19.25326538,18.60595703
"Ctsc",16.34518051,16.39322281,16.18074417,16.2733593,16.35161209,16.96927452,16.07435036,16.09141541,16.33922386,17.11756134,17.63813972,15.83676529,15.97039795,17.00974083,16.25270271,16.09519005
"Anp32e",21.3105793,21.56197357,21.1641674,22.31514931,21.42434502,22.79669571,21.3528862,21.51955795,21.86955261,22.22013474,21.91232491,21.56695175,21.79221344,21.55295181,21.29647636,21.46328735
"Hn1",17.30963707,13.01570606,17.8147831,13.61747265,13.82989883,16.78033447,14.80307674,14.63912868,18.12368774,16.86701393,14.45588779,13.68095016,18.66303062,17.56926155,18.17689323,17.48085403
"G3bp1",19.10870743,18.58332443,18.79331779,19.46499252,19.17823219,19.102211,18.54498672,19.29817963,19.13931084,19.32812309,19.36762428,18.34130096,18.45277977,18.78873825,18.63979912,18.8550148
"Tubb5",21.89988136,21.58724022,21.84322166,21.22205162,22.06240082,21.00353622,21.95166206,21.54886627,21.66496658,21.53340721,22.45116043,21.19376183,21.07763672,21.83749771,21.76003838,21.08401108
"Psmb4",19.47211266,18.1259079,18.47536087,19.00955009,17.9591198,18.87300491,16.87543678,18.1132946,18.16766357,18.55472374,18.93666649,18.20981598,18.78007889,18.52052689,17.9236412,18.15797806
"Rplp2",21.59609604,22.13370323,21.37925339,21.51123238,22.14746475,21.55660439,22.13743019,21.72159004,22.21572685,21.75519562,22.44273376,21.96729851,22.33000183,21.7312355,21.46014023,21.86898804
"Uqcrh",17.2747612,17.5934639,17.66740227,19.01783562,17.65857506,18.34581184,16.97801781,18.33908463,18.36285973,17.10205841,18.67538452,17.65403366,17.73297501,17.17640686,17.68380356,17.4011631
"Prdx5",17.87008858,19.09931183,19.65163612,20.45944023,18.15659714,18.61331558,19.70440102,20.89644814,19.31588364,19.5140667,19.56089211,21.46358681,18.55550957,18.79946518,18.75688171,20.95034599
"G6pdx",19.01935768,18.77934074,19.62651062,20.44748306,19.27673721,19.32018852,19.62950325,19.99479485,19.45697594,19.27975655,19.94563866,19.88573456,18.73466301,19.13966179,19.4884243,20.17279816
"Hnrnpul2",17.70664406,17.44483757,17.26517487,16.22558403,15.97976017,16.88810158,16.81440735,17.27202797,18.00585556,16.94535255,18.82124519,16.33005905,16.66747284,17.76428795,17.09794998,16.61381912
"Vcp",19.98926163,20.06815338,19.99562454,20.30774689,19.95928955,20.12047577,19.96677017,20.47387695,20.3395195,19.96366882,20.76425552,20.1692543,19.80503464,20.3807869,20.03590584,20.00305748
"Atp5a1",21.1754818,21.2822361,21.22723198,21.39937019,21.31617165,21.09886169,21.29854774,21.73661423,21.40561485,21.05761719,21.91612053,21.31113434,21.0941658,21.24312973,21.19309998,21.32865906
"Eif2ak2",14.49729061,15.25377369,16.80989456,16.24350929,15.02993393,15.3690176,17.5139904,17.174263,15.04435158,15.62867355,17.12555504,16.08187866,15.09498501,15.12315178,16.05473137,16.24308014
"Ckb",17.79721832,18.19436264,19.5260601,18.17621231,17.79392052,17.66546059,19.24787712,18.8262825,19.00308418,17.56502724,19.71291924,17.67424774,18.01557922,17.5695591,19.32976532,17.32632446
"Top1",18.31260872,17.70482254,17.4279995,17.25478935,18.24097824,17.12585831,18.29154015,17.88560104,17.9415741,17.58071518,18.92294502,17.48132706,17.66871834,18.65585136,17.36879539,17.38118744
"Cdk18",14.29236698,15.88070774,14.49969101,16.71679306,14.46384144,16.37446213,15.2779541,14.43164635,17.14260483,16.4962616,15.75874329,16.58375931,16.61496925,14.63423824,14.36262131,16.38127327
"Rac2",18.18412971,18.01672173,18.53632355,17.38329887,17.82997131,17.28960419,18.00168228,18.60682487,17.38253975,17.3917141,14.17695236,17.37508965,17.62948418,18.42148209,17.80882645,18.15783119
"Fabp5",21.26950836,21.78831482,22.46141434,20.9207077,21.1437645,20.96508026,23.20681381,21.2418499,21.92571449,20.85201454,21.78520584,20.11629295,21.77124596,21.4895916,22.42090607,21.34959602
